,一、营业总收入_利润,营业收入_利润,税金及附加_利润,销售费用_利润,管理费用_利润,研发费用_利润,财务费用_利润,其中：利息费用_利润,其中：利息收入_利润,投资收益_利润,其中：对联营企业和合营企业的投资收益_利润,公允价值变动收益_利润,资产处置收益_利润,资产减值损失_利润,信用减值损失_利润,营业利润_利润,利润总额_利润,净利润_利润,持续经营净利润_利润,归属于母公司所有者的净利润_利润,少数股东损益_利润,基本每股收益_利润,稀释每股收益_利润,所得税费用_利润,index_deduct_holder_net_profit_利润,minority_common_profit_total_利润,minority_comprehensive_income_利润,营业外支出_利润,营业外收入_利润,营业成本_利润,其他综合收益_利润,其他收益_利润,parent_other_comprehensive_income_利润,货币资金_资产,交易性金融资产_资产,应收账款_资产,应收票据及应收账款_资产,预付款项_资产,其他应收款_资产,存货_资产,其他流动资产_资产,流动资产合计_资产,无形资产_资产,长期股权投资_资产,商誉_资产,递延所得税资产_资产,其他非流动资产_资产,非流动资产合计_资产,短期借款_资产,应付账款_资产,预收款项_资产,合同负债_资产,应付职工薪酬_资产,应交税费_资产,其他应付款_资产,一年内到期的非流动负债_资产,其他流动负债_资产,流动负债合计_资产,长期借款_资产,应付债券_资产,递延所得税负债_资产,非流动负债合计_资产,资本公积_资产,盈余公积_资产,未分配利润_资产,归属于母公司所有者权益合计_资产,少数股东权益_资产,所有者权益（或股东权益）合计_资产,资产合计_资产,负债合计_资产,其中：应收票据_资产,其他应收款合计_资产,其中：应收利息_资产,一年内到期的非流动资产_资产,总现金_资产,可供出售金融资产_资产,其他权益工具投资_资产,固定资产合计_资产,其中：固定资产_资产,固定资产清理_资产,在建工程合计_资产,其中：在建工程_资产,长期待摊费用_资产,应付票据及应付账款_资产,其中：应付票据_资产,其他应付款合计_资产,其中：应付利息_资产,长期应付款合计_资产,其中：长期应付款_资产,专项应付款_资产,预计负债_资产,递延收益-非流动负债_资产,实收资本（或股本）_资产,减：库存股_资产,其他综合收益_资产,负债和所有者权益（或股东权益）合计_资产,销售商品、提供劳务收到的现金_现金流,收到的税费与返还_现金流,收到其他与经营活动有关的现金_现金流,经营活动现金流入小计_现金流,购买商品、接受劳务支付的现金_现金流,支付给职工以及为职工支付的现金_现金流,支付的各项税费_现金流,支付其他与经营活动有关的现金_现金流,经营活动现金流出小计_现金流,经营活动产生的现金流量净额_现金流,收回投资收到的现金_现金流,取得投资收益收到的现金_现金流,处置固定资产、无形资产和其他长期资产收回的现金净额_现金流,收到其他与投资活动有关的现金_现金流,投资活动现金流入小计_现金流,购建固定资产、无形资产和其他长期资产支付的现金_现金流,投资支付的现金_现金流,投资活动现金流出小计_现金流,投资活动产生的现金流量净额_现金流,吸收投资收到的现金_现金流,取得借款收到的现金_现金流,筹资活动现金流入小计_现金流,偿还债务支付的现金_现金流,分配股利、利润或偿付利息支付的现金_现金流,筹资活动现金流出小计_现金流,筹资活动产生的现金流量净额_现金流,现金及现金等价物净增加额_现金流,加：期初现金及现金等价物余额_现金流,期末现金及现金等价物余额_现金流,处置子公司及其他营业单位收到的现金净额_现金流,取得子公司及其他营业单位支付的现金净额_现金流,支付其他与投资活动有关的现金_现金流,其中：子公司吸收少数股东投资收到的现金_现金流,收到其他与筹资活动有关的现金_现金流,其中：子公司支付给少数股东的股利、利润_现金流,支付其他与筹资活动有关的现金_现金流,四、汇率变动对现金及现金等价物的影响_现金流,五、现金及现金等价物净增加额_现金流,六、期末现金及现金等价物余额_现金流,净利润_现金流,加：资产减值准备_现金流,固定资产折旧、油气资产折耗、生产性生物资产折旧_现金流,无形资产摊销_现金流,长期待摊费用摊销_现金流,处置固定资产、无形资产和其他长期资产的损失_现金流,固定资产报废损失_现金流,公允价值变动损失_现金流,财务费用_现金流,投资损失_现金流,递延所得税资产减少_现金流,递延所得税负债增加_现金流,存货的减少_现金流,经营性应收项目的减少_现金流,经营性应付项目的增加_现金流,间接法-经营活动产生的现金流量净额_现金流,现金的期末余额_现金流,减：现金的期初余额_现金流,间接法-现金及现金等价物净增加额_现金流
2019Q1,4734575792.05,4734575792.05,168217549.67,293829353.49,280661300.79,148588940.46,37309463.97,61074834.32,14847598.11,-629784.74,1303782.26,6906263.74,706180.27,-5283569.68,-11040207.61,-8085786.45,-5978494.97,-54478664.22,-54478664.22,-81664662.9,27185998.68,-0.09,-0.09,48500169.25,-89997477.75,27182013.65,-3985.03,1415810.31,3523101.79,4742612827.86,-28860562.73,9292367.38,-28856577.7,3413000000.0,130000000.0,1537000000.0,5565000000.0,243000000.0,0.0,1691000000.0,572000000.0,11722000000.0,1883000000.0,184000000.0,198000000.0,94891800.0,438000000.0,14003000000.0,2082000000.0,0.0,463000000.0,0.0,102000000.0,133000000.0,0.0,134000000.0,0.0,14240000000.0,2402000000.0,685000000.0,79404900.0,4311000000.0,1915000000.0,197000000.0,2007000000.0,5172000000.0,2002000000.0,7175000000.0,25725000000.0,18550000000.0,4028000000.0,107000000.0,0.0,0.0,3544000000.0,0.0,3000000.0,4961000000.0,0.0,0.0,3145000000.0,0.0,67878600.0,10552000000.0,0.0,775000000.0,3328000.0,554000000.0,0.0,0.0,22819200.0,567000000.0,944999999.9999999,121000000.0,-13126900.0,25725000000.0,3533000000.0,31799000.0,792000000.0,4357000000.0,2686000000.0,603000000.0,553000000.0,819999999.9999999,4662000000.0,-305000000.0,0.0,0.0,4715600.0,0.0,4715600.0,654000000.0,0.0,654000000.0,-649000000.0,0.0,864000000.0,864000000.0,1041000000.0,56907600.0,1100000000.0,-236000000.0,-1190000000.0,2949000000.0,1759000000.0,0.0,0.0,0.0,0.0,0.0,0.0,1589100.0,29500.0,-1190000000.0,1759000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019Q2,7684193878.56,7684193878.56,252446310.37,595003618.99,494109814.28,278103605.06,95395930.97,124778643.51,30013076.68,-6689640.96,-1966946.23,1964143.75,-692839.19,-11004782.77,-20043107.46,-158004367.86,-145842050.37,-266871844.32,-266871844.32,-280723510.21,13851665.89,-0.3,-0.3,121029793.95,-391516339.77,13935919.12,84253.23,2593877.54,14756195.03,8050603276.15,19492703.61,244871256.36,19408450.38,3795000000.0,125000000.0,1226000000.0,3837000000.0,353000000.0,69098800.0,1699000000.0,648000000.0,10538000000.0,1900000000.0,180000000.0,199000000.0,93671400.0,293000000.0,14726000000.0,2110000000.0,3495000000.0,715000000.0,0.0,85094900.0,112000000.0,726000000.0,112000000.0,0.0,13832000000.0,2563000000.0,696000000.0,77384600.0,4496000000.0,1884000000.0,197000000.0,1729000000.0,4947000000.0,1989000000.0,6936000000.0,25264000000.0,18328000000.0,2611000000.0,80826400.0,0.0,0.0,3921000000.0,0.0,13100300.0,5054000000.0,5054000000.0,0.0,3501000000.0,3501000000.0,71252300.0,9967000000.0,6472000000.0,731000000.0,4725300.0,519000000.0000001,12556300.0,507000000.0,16449300.0,624000000.0,941000000.0,82160000.0,35138100.0,25264000000.0,8414000000.0,66365500.0,712000000.0,9193000000.0,5633000000.0,918000000.0,777000000.0,1725000000.0,9053000000.0,140000000.0,0.0,7898000.0,8762500.0,20075200.0,36735700.0,1344000000.0,0.0,1344000000.0,-1307000000.0,0.0,2366000000.0,2366000000.0,2398000000.0,192000000.0,2631000000.0,-265000000.0,-1431000000.0,2949000000.0,1518000000.0,0.0,0.0,0.0,0.0,0.0,0.0,40813700.0,1258600.0,-1431000000.0,1518000000.0,-267000000.0,31047900.0,324000000.0,120000000.0,17630600.0,692800.0,1150500.0,-1964100.0,149000000.0,-5931100.0,6781400.0,-4092900.0,80363600.0,750000000.0,-1062000000.0,140000000.0,1518000000.0,2949000000.0,-1431000000.0
2019Q3,11554527209.32,11554527209.32,376220459.33,918174493.52,714242982.14,417133981.39,170499790.17,205092114.89,43288723.05,-26843583.5,-8834836.71,2730356.18,-1354275.55,-12731742.14,-26745384.39,-306916932.22,-295311805.26,-440346049.5,-440346049.5,-421459817.39,-18886232.11,-0.45,-0.45,145034244.24,-601373839.94,-9655586.73,9230645.38,7882361.8,19487488.76,12183898850.65,79984750.56,387399338.51,70754105.18,4831000000.0,126000000.0,1395000000.0,3861000000.0,280000000.0,0.0,1622000000.0,718000000.0,11984000000.0,2002000000.0,244000000.0,130000000.0,94366700.0,470000000.0,15457000000.0,2171000000.0,4036000000.0,1066000000.0,0.0,92689700.0,151000000.0,0.0,5480000.0,0.0,13500000000.0,3051000000.0,708000000.0,75358000.0,6149000000.0,2214000000.0,197000000.0,1590000000.0,5189000000.0,2603000000.0,7792000000.0,27441000000.0,19649000000.0,2467000000.0,545000000.0,0.0,0.0,4958000000.0,0.0,13100300.0,5151000000.0,0.0,0.0,3709000000.0,0.0,74638000.0,9293000000.0,5257000000.0,722000000.0,5774200.0,1668000000.0,0.0,0.0,21166700.0,626000000.0,941000000.0,82160000.0,86483799.99999999,27441000000.0,12390000000.0,97582000.0,952999999.9999999,13440000000.0,9063000000.0,1216000000.0,991000000.0,2015000000.0,13285000000.0,155000000.0,0.0,7898000.0,9288000.0,20075200.0,37261200.0,2134000000.0,0.0,2134000000.0,-2097000000.0,500000000.0,4160000000.0,5809000000.0,3770000000.0,254000000.0,4066000000.0,1744000000.0,-197000000.0,2949000000.0,2753000000.0,0.0,0.0,0.0,0.0,1149000000.0,0.0,41690900.0,1150900.0,-197000000.0,2753000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020年报,14302475985.44,14302475985.44,354283864.56,728534353.97,892525316.63,836979079.2,272287447.11,276454457.92,48021688.07,-100773763.02,-62232079.56,-86878000.0,59421346.07,-135241300.18,-121710606.6,-2194526014.23,-2187176054.42,-2234419335.4,-2234419335.4,-1728591191.47,-505828143.93,-1.49,-1.49,47243280.98,-2308154730.47,-515904506.39,-10076362.46,21062195.73,28412155.54,16734427147.61,-183564731.99,622607471.67,-173488369.53,2932000000.0,178000000.0,672000000.0,672000000.0,338000000.0,27853800.0,1974000000.0,749000000.0,9701000000.0,4164000000.0,106000000.0,81761600.0,94259599.99999999,58558400.0,16566000000.0,2146000000.0,5325000000.0,350000000.0,641000000.0,325000000.0,194000000.0,643000000.0,940000000.0,70649800.0,16247000000.0,1520000000.0,538000000.0,62363400.0,4402000000.0,3358000000.0,257000000.0,208000000.0,5163000000.0,455999999.9999999,5619000000.0,26268000000.0,20649000000.0,0.0,42628100.00000001,2046600.0,0.0,3109000000.0,0.0,94203200.0,7693000000.000001,0.0,0.0,1870000000.0,1870000000.0,84126299.99999999,10937000000.0,5612000000.0,643000000.0,0.0,969999999.9999999,0.0,0.0,22032300.0,1289000000.0,1278000000.0,0.0,-104000000.0,26268000000.0,14804000000.0,363000000.0,1728000000.0,16896000000.0,11883000000.0,1324000000.0,674000000.0,1927000000.0,15808000000.0,1088000000.0,0.0,9082700.0,476999999.9999999,115000000.0,601000000.0,1846000000.0,74000000.0,1920000000.0,-1319000000.0,5003700.0,2926000000.0,2975000000.0,3127000000.0,325000000.0,4104000000.0,-1129000000.0,-1379000000.0,2314000000.0,935000000.0,0.0,0.0,0.0,5003700.0,44147800.0,0.0,652000000.0,-19778800.0,-1379000000.0,935000000.0,-2234000000.0,135000000.0,885000000.0,448000000.0000001,38370800.0,-59421300.0,4272000.0,86878000.0,307000000.0,101000000.0,5173500.0,-19313000.0,223000000.0,1648000000.0,-603000000.0,1088000000.0,935000000.0,2314000000.0,-1379000000.0
2020Q1,2385040155.84,2385040155.84,78384769.37,111787552.81,172130763.04,138568371.34,143620946.45,77482402.32,10314720.12,-14997390.11,-6400643.2,-55680900.0,11993279.92,-3729890.63,-3846051.77,-638475698.15,-642047760.84,-660731185.78,-660731185.78,-494219332.72,-166511853.06,-0.53,-0.53,18683424.94,-462366610.43,-164252173.48,2259679.58,6663224.01,3091161.32,2974278435.6,9612578.29,17023534.2,7352898.71,4072000000.0,209000000.0,1228000000.0,1228000000.0,550000000.0,0.0,2459000000.0,835000000.0,11620000000.0,3045000000.0,158000000.0,101000000.0,89740400.00000001,215000000.0,16054000000.0,2396000000.0,3264000000.0,22700.0,673000000.0,99144700.0,82808100.0,0.0,698000000.0,0.0,15379000000.0,2001000000.0,734000000.0,79704100.0,5093000000.0,2116000000.0,241000000.0,1506000000.0,5056000000.0,2146000000.0,7203000000.0,27675000000.0,20472000000.0,0.0,141000000.0,0.0,0.0,4281000000.0,0.0,51100300.0,6310000000.0,0.0,0.0,3237000000.0,0.0,84613900.0,10691000000.0,7427000000.0,739000000.0,0.0,1638000000.0,0.0,0.0,12722300.0,628000000.0,940000000.0,67371200.0,76979900.0,27675000000.0,3428000000.0,42924900.0,341000000.0,3812000000.0,2464000000.0,430000000.0,292000000.0,1105000000.0,4291000000.0,-479000000.0,0.0,0.0,19209300.0,0.0,19209300.0,403000000.0,37000000.0,603000000.0,-584000000.0,0.0,606000000.0,613000000.0,346000000.0,60482800.0,455999999.9999999,156000000.0,-909000000.0,2314000000.0,1405000000.0,0.0,0.0,163000000.0,0.0,6781300.0,0.0,49882500.0,-2087700.0,-909000000.0,1405000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020Q2,5679950965.88,5679950965.88,137560130.83,448317677.51,367245775.83,284505125.49,147660175.91,154366378.88,27798304.38,-35148983.26,-27951428.57,-78190200.0,84044613.92,-23878665.69,-21571480.46,-751955058.96,-664550539.93,-700278076.07,-700278076.07,-429499490.73,-270778585.34,-0.43,-0.43,35727536.14,-742141637.6,-268376312.99,2402272.35,15757517.39,103162036.42,6594160945.07,38515747.02,236999635.72,36113474.67,4479000000.0,186000000.0,1411000000.0,1411000000.0,455999999.9999999,40197000.0,2897000000.0,863000000.0000001,11325000000.0,3400000000.0,163000000.0,101000000.0,98694400.0,164000000.0,16189000000.0,2198000000.0,3735000000.0,22700.0,747000000.0,96189400.0,61405900.0,681000000.0,646000000.0,0.0,14739000000.0,2013000000.0,747000000.0,78786500.0,5583000000.0,3132000000.0,241000000.0,1571000000.0,6493000000.000001,698000000.0,7191000000.0,27513000000.0,20322000000.0,0.0,51924600.0,0.0,0.0,4665000000.0,0.0,88100300.0,6301000000.0,6301000000.0,0.0,2970000000.0,2970000000.0,80299700.0,10308000000.0,6573000000.0,681000000.0,0.0,2134000000.0,670000000.0,1463000000.0,13377200.0,597000000.0,1267000000.0,67371200.0,106000000.0,27513000000.0,7753000000.0,144000000.0,1629000000.0,9525000000.0,5639000000.0,702000000.0,426999999.9999999,2467000000.0,9236000000.0,289000000.0,0.0,9082700.0,465000000.0000001,89541200.00000001,563000000.0,1138000000.0,74000000.0,1212000000.0,-649000000.0,0.0,1641000000.0,1668000000.0,1619000000.0,119000000.0,2137000000.0,-469000000.0000001,-838000000.0000001,2314000000.0,1476000000.0,0.0,0.0,0.0,0.0,26503600.0,0.0,399000000.0,-9087900.0,-838000000.0000001,1476000000.0,-700000000.0,23878700.0,426000000.0,206000000.0,19795800.0,-84044599.99999999,2435900.0,78190200.0,154000000.0,35149000.0,738800.0,-2889900.0,-640000000.0,2867000000.0,-2118000000.0,289000000.0,1476000000.0,2314000000.0,-838000000.0000001
2020Q3,9225038279.19,9225038279.19,224430726.51,726957319.7,558726529.95,432404928.29,222745192.21,225215099.55,39404992.91,-68102015.52,-39201577.96,-67527900.0,86918844.27,-26433253.03,-24087191.51,-1092314945.24,-1003887433.15,-1048620166.16,-1048620166.16,-725459374.24,-323160791.92,-0.67,-0.67,44732733.01,-1235948464.53,-327023011.18,-3862219.26,19455145.0,107882657.09,10641006183.44,-84620296.29,422884474.8,-80758077.03,3123000000.0,197000000.0,1289000000.0,1289000000.0,495000000.0,0.0,2461000000.0,818000000.0,9543000000.0,3393000000.0,152000000.0,101000000.0,100000000.0,117000000.0,16123000000.0,2145000000.0,3490000000.0,22700.0,747000000.0,97114400.0,91144000.0,0.0,443000000.0,0.0,13259000000.0,2148000000.0,761000000.0,76720900.0,5736000000.0,3072000000.0,241000000.0,1227000000.0,6032000000.0,640000000.0,6670999999.999999,25666000000.0,18995000000.0,0.0,52988600.0,0.0,0.0,3320000000.0,0.0,88100300.0,6233000000.0,0.0,0.0,3008000000.0,0.0,87111900.0,8918000000.0,5427000000.0,818000000.0,0.0,2141000000.0,0.0,0.0,14535500.0,595000000.0,1261000000.0,0.0,-11131100.0,25666000000.0,11388000000.0,184000000.0,2017000000.0,13589000000.0,9610000000.0,976000000.0,530999999.9999999,2008000000.0,13126000000.0,463000000.0,0.0,9082700.0,469000000.0000001,89541200.00000001,568000000.0,1448000000.0,74000000.0,1522000000.0,-955000000.0000001,0.0,2590000000.0,2769000000.0,2673000000.0,224000000.0,3455000000.0,-686000000.0,-1193000000.0,2314000000.0,1121000000.0,0.0,0.0,122600.0,0.0,179000000.0,0.0,557000000.0,-16103000.0,-1193000000.0,1121000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021年报,16717920929.77,16717920929.77,351787302.2,1279955159.89,1088753488.91,947986961.92,244449975.43,260712007.29,52595840.69,-82477549.92,-11209592.8,-135254102.02,587197828.37,-246533733.59,-20074083.46,-2884737018.94,-2609860261.7,-2630823724.9,-2630823724.9,-1823911349.24,-806912375.66,-1.38,-1.38,20963463.2,-2793285631.58,-809755439.65,-2843063.99,25902452.98,300779210.22,20000537038.76,-27125195.0,295020730.67,-24282131.01,5832000000.0,320000000.0,997000000.0000001,997000000.0000001,660000000.0,1611000000.0,2773000000.0,893000000.0,14668000000.0,5153000000.0,39984500.0,75704900.0,152000000.0,288000000.0,17356000000.0,2109000000.0,6143000000.0,120000000.0,756000000.0,504000000.0,160000000.0,699000000.0,595000000.0,68939500.0,18924000000.0,1847000000.0,141000000.0,56481000.0,5371000000.0,8087000000.0,296000000.0,-1713000000.0,7959999999.999999,-230000000.0,7729000000.000001,32024000000.0,24295000000.0,0.0,1611000000.0,0.0,247000000.0,6153000000.0,0.0,94203200.0,7798999999.999999,7798999999.999999,0.0,1533000000.0,1533000000.0,82432500.0,13911000000.0,7768000000.000001,699000000.0,0.0,1778000000.0,1183000000.0,595000000.0,24950600.0,1185000000.0,1360000000.0,0.0,-128000000.0,32024000000.0,18094000000.0,558000000.0,656000000.0,19308000000.0,14195000000.0,1734000000.0,632000000.0,3735000000.0,20296000000.0,-986999999.9999999,67427900.0,8766800.0,1056000000.0,0.0,1132000000.0,2133000000.0,0.0,2695000000.0,-1563000000.0,3033000000.0,3380000000.0,7475000000.0,3522000000.0,251000000.0,4539000000.0,2936000000.0,384000000.0,935000000.0,1319000000.0,0.0,0.0,562000000.0,465000000.0000001,1063000000.0,0.0,767000000.0,-1805800.0,384000000.0,1319000000.0,-2631000000.0,247000000.0,1100000000.0,598000000.0,43505400.0,-587000000.0,19745600.0,135000000.0,259000000.0,82477500.0,-57280500.0,-5882300.0,-844999999.9999999,-459000000.0,1093000000.0,-986999999.9999999,1319000000.0,935000000.0,384000000.0
2021Q1,3288567399.47,3288567399.47,87196143.86,170310937.12,200298881.75,171977050.4,67974005.54,61847512.03,10382350.46,-34177774.25,-7761076.2,-10267400.0,-183493.97,-8619741.51,8066275.81,-592902868.64,-591123894.88,-603735192.87,-603735192.87,-532503064.67,-71232128.2,-0.42,-0.42,12611297.99,-574835179.87,-70804770.8,427357.4,1439238.22,3218211.98,3891902992.69,1036883.51,55614858.5,609526.11,2688000000.0,167000000.0,400000000.0,400000000.0,337000000.0,0.0,2200000000.0,763000000.0,8548999999.999999,4096000000.0,98622500.0,81761600.0,93898200.0,69826100.0,16599000000.0,1997000000.0,4195000000.0,584000000.0,723000000.0,109000000.0,75016300.0,0.0,944999999.9999999,74772800.0,15482000000.0,1770000000.0,382000000.0,60889000.0,4484000000.0,3565000000.0,257000000.0,-325000000.0,4797000000.0,385000000.0,5181000000.0,25147000000.0,19966000000.0,0.0,50779100.0,0.0,0.0,2855000000.0,0.0,94203200.0,7450000000.0,0.0,0.0,2026000000.0,0.0,79512500.0,10341000000.0,6145000000.0,632000000.0,0.0,880000000.0000001,0.0,0.0,17020300.0,1279000000.0,1291000000.0,0.0,-103000000.0,25147000000.0,4228000000.0,74985100.0,395000000.0,4698000000.0,3333000000.0,483000000.0,229000000.0,915000000.0,4959000000.0,-261000000.0,0.0,0.0,281000000.0,0.0,281000000.0,378000000.0,0.0,378000000.0,-96904900.0,0.0,830000000.0000001,934000000.0,724000000.0,48924399.99999999,891000000.0,42357100.0,-315000000.0,935000000.0,620000000.0,0.0,0.0,0.0,0.0,104000000.0,0.0,119000000.0,1001900.0,-315000000.0,620000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021Q2,7384493275.93,7384493275.93,173329715.95,420612771.54,398805477.84,368928564.31,129572677.71,124095221.81,18534293.12,-50668982.8,-11747684.65,-20139900.0,484669799.19,-18501792.28,6596203.0,-678504036.26,-676457597.93,-709901224.87,-709901224.87,-481190959.91,-228710264.96,-0.37,-0.37,33443626.94,-1125871643.27,-229496886.73,-786621.77,5355496.74,7401935.07,8653947178.32,-33600797.35,188994539.02,-32814175.58,5604000000.0,158000000.0,523000000.0000001,523000000.0000001,509999999.9999999,42714799.99999999,2387000000.0,770000000.0,11495000000.0,3956000000.0,94635800.0,81761600.0,91192300.0,109000000.0,16896000000.0,1799000000.0,4865000000.0,260000000.0,836000000.0,116000000.0,88972000.0,661000000.0,1041000000.0,74975400.0,16112000000.0,1588000000.0,252000000.0,59418100.00000001,4133000000.0,6581999999.999999,257000000.0,-326000000.0,7795999999.999999,350000000.0,8145999999.999999,28391000000.0,20244000000.0,0.0,55442500.0,0.0,0.0,5762000000.0,0.0,94203200.0,7416000000.0,7416000000.0,0.0,1722000000.0,1722000000.0,79674800.0,11234000000.0,6370000000.0,661000000.0,0.0,687000000.0,244000000.0,443000000.0,9712700.0,1178000000.0,1358000000.0,0.0,-140000000.0,28391000000.0,8203000000.0,227000000.0,574000000.0,9004000000.0,5944000000.0,809000000.0,389000000.0,2025000000.0,9168000000.0,-164000000.0,0.0,8766800.0,554000000.0,0.0,563000000.0,840000000.0,0.0,840000000.0,-276000000.0,3033000000.0,1376000000.0,4414000000.0,1653000000.0,95507000.0,2031000000.0,2382000000.0,1943000000.0,935000000.0,2878000000.0,0.0,0.0,0.0,465000000.0000001,4381000.0,0.0,282000000.0,887600.0,1943000000.0,2878000000.0,-710000000.0,18501800.0,544000000.0,292000000.0,19997000.0,-484999999.9999999,4419200.0,20139900.0,135000000.0,50669000.0,3067300.0,-2945300.0,-365000000.0,208000000.0,110000000.0,-164000000.0,2878000000.0,935000000.0,1943000000.0
2021Q3,11449625391.42,11449625391.42,240997018.51,757442695.61,662321456.76,675954269.26,185828860.13,187487520.92,31228416.97,-75838459.93,-8374806.08,-126552214.38,529931927.18,-111291268.9,5642691.6,-1809416702.59,-1542859518.62,-1569770456.16,-1569770456.16,-1083396725.96,-486373730.2,-0.83,-0.83,26910937.54,-1922454712.62,-485759534.12,614196.08,21701923.96,288259107.93,13705457345.06,-13800690.44,224522575.48,-14414886.52,5466000000.0,332000000.0,726000000.0,726000000.0,846000000.0000001,0.0,2603000000.0,833000000.0,12568000000.0,3727000000.0,98008700.00000001,81761600.0,128000000.0,223000000.0,16500000000.0,2133000000.0,4863000000.0,120000000.0,903999999.9999999,126000000.0,113000000.0,0.0,736000000.0,90121100.0,16762000000.0,2037000000.0,230000000.0,57930900.0,4966000000.0,6623000000.0,257000000.0,-933000000.0,7245999999.999999,93783300.0,7340000000.000001,29068000000.0,21728000000.0,0.0,59754100.0,0.0,244000000.0,5798000000.0,0.0,94203200.0,7238000000.0,0.0,0.0,1511000000.0,0.0,75133000.0,11867000000.0,7005000000.0,672000000.0,0.0,1072000000.0,0.0,0.0,17685100.0,1202000000.0,1360000000.0,0.0,-118000000.0,29068000000.0,12175000000.0,365000000.0,1156000000.0,13695000000.0,9834000000.0,1231000000.0,508000000.0,2912000000.0,14485000000.0,-790000000.0,0.0,8766800.0,708000000.0,0.0,717000000.0,1275000000.0,0.0,1275000000.0,-559000000.0,3033000000.0,3100000000.0,6175000000.0,2903000000.0,145000000.0,3839000000.0,2337000000.0,992000000.0,935000000.0,1926000000.0,0.0,0.0,0.0,465000000.0000001,42791400.0,0.0,790000000.0,3503900.0,992000000.0,1926000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022年报,34104996188.52,34104996188.52,926003488.28,4819624056.74,1775340393.67,1313661262.38,172150380.89,330170794.19,189493487.11,-37390482.84,1362033.94,-169612103.76,280977863.58,-305725891.93,-71553699.93,-4926926929.9,-4930410009.11,-5220557281.15,-5220557281.15,-3831866371.22,-1388690909.93,-2.68,-2.68,290147272.04,-4295907102.34,-1386978001.05,1712908.88,36171154.04,32688074.83,39250391209.52,48917617.34,521772405.98,47204708.46,16365000000.0,1752000000.0,1781000000.0,1781000000.0,442000000.0,1002000000.0,3993000000.0,453000000.0,26976000000.0,6909999999.999999,41346500.0,65012000.0,128000000.0,1276000000.0,20072000000.0,2079000000.0,9559000000.0,1323300.0,963000000.0000001,662000000.0,532000000.0,1286000000.0,1032000000.0,107000000.0,32331000000.0,1192000000.0,147000000.0,50509300.0,4914000000.0,15295000000.0,358000000.0,-5606000000.0,11420000000.0,-1617000000.0,9802000000.0,47048000000.0,37245000000.0,0.0,1002000000.0,0.0,8461700.0,18116000000.0,0.0,100000000.0,9140000000.0,9140000000.0,0.0,346000000.0,346000000.0,162000000.0,25670000000.0,16112000000.0,1286000000.0,0.0,1158000000.0,1158000000.0,0.0,51414200.0,1889000000.0,1497000000.0,99991100.0,-80938800.0,47048000000.0,36723000000.0,1603000000.0,2106000000.0,40432000000.0,22699000000.0,2269000000.0,1655000000.0,14978000000.0,41601000000.0,-1169000000.0,0.0,10696200.0,750000000.0,1361000000.0,2351000000.0,3367000000.0,2606000000.0,6505000000.0,-4154000000.0,7069000000.0,4284000000.0,13015000000.0,4586000000.0,274000000.0,6690000000.000001,6325000000.0,1008000000.0,1319000000.0,2327000000.0,229000000.0,0.0,532000000.0,35100.0,1662000000.0,0.0,1830000000.0,5694100.0,1008000000.0,2327000000.0,-5221000000.0,306000000.0,1333000000.0,933000000.0,44871000.0,-281000000.0,14026700.0,170000000.0,336000000.0,110300.0,23990200.0,-5971799.999999999,-1239000000.0,472000000.0,1874000000.0,-1169000000.0,2327000000.0,1319000000.0,1008000000.0
